#Organism/Name,Strain,CladeID,BioSample,BioProject,Group,SubGroup,Assembly,Size (Mb),GC%,Replicons,WGS,Scaffolds,Genes,Proteins,Release Date,Modify Date,Level,RefSeq FTP,GenBank FTP
"Salmonella enterica subsp. enterica serovar Enteritidis str. SA19994216","SA19994216",19669,SAMN02384220 ,PRJNA219482,"Proteobacteria","Gammaproteobacteria",GCA_000623475.2 ,4.68585,52.2,chromosome:NZ_CP007292.1/CP007292.2,-,1,4766,4510,2014/04/01,2016/11/28,Complete Genome,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/623/475/GCF_000623475.1_ASM62347v2,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/623/475/GCA_000623475.2_ASM62347v2
"Salmonella enterica subsp. enterica serovar Enteritidis str. SA19960848","SA19960848",19669,SAMN02384208 ,PRJNA219482,"Proteobacteria","Gammaproteobacteria",GCA_000623615.2 ,4.68585,52.2,chromosome:NZ_CP007280.2/CP007280.2,-,1,4767,4508,2014/04/01,2016/11/28,Complete Genome,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/623/615/GCF_000623615.2_ASM62361v2,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/623/615/GCA_000623615.2_ASM62361v2
"Salmonella enterica subsp. enterica serovar Enteritidis str. SA19970510","SA19970510",19669,SAMN02384194 ,PRJNA219482,"Proteobacteria","Gammaproteobacteria",GCA_000623655.2 ,4.68585,52.2,chromosome:NZ_CP007282.2/CP007282.2,-,1,4770,4511,2014/04/01,2016/11/28,Complete Genome,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/623/655/GCF_000623655.2_ASM62365v2,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/623/655/GCA_000623655.2_ASM62365v2
"Salmonella enterica subsp. enterica serovar Enteritidis str. SA19970769","SA19970769",19669,SAMN02384195 ,PRJNA219482,"Proteobacteria","Gammaproteobacteria",GCA_000623675.2 ,4.68585,52.2,chromosome:NZ_CP007283.2/CP007283.2,-,1,4767,4508,2014/04/01,2016/11/28,Complete Genome,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/623/675/GCF_000623675.2_ASM62367v2,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/623/675/GCA_000623675.2_ASM62367v2
"Salmonella enterica subsp. enterica serovar Enteritidis str. SA19980677","SA19980677",19669,SAMN02384193 ,PRJNA219482,"Proteobacteria","Gammaproteobacteria",GCA_000623715.2 ,4.68585,52.2,chromosome:NZ_CP007285.2/CP007285.2,-,1,4768,4506,2014/04/01,2016/11/28,Complete Genome,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/623/715/GCF_000623715.2_ASM62371v2,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/623/715/GCA_000623715.2_ASM62371v2
"Salmonella enterica subsp. enterica serovar Enteritidis str. SA19981522","SA19981522",19669,SAMN02384206 ,PRJNA219482,"Proteobacteria","Gammaproteobacteria",GCA_000623735.2 ,4.68585,52.2,chromosome:NZ_CP007286.2/CP007286.2,-,1,4769,4510,2014/04/01,2016/11/28,Complete Genome,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/623/735/GCF_000623735.2_ASM62373v2,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/623/735/GCA_000623735.2_ASM62373v2
"Salmonella enterica subsp. enterica serovar Enteritidis str. SA20094352","SA20094352",19669,SAMN02384212 ,PRJNA219482,"Proteobacteria","Gammaproteobacteria",GCA_000624055.2 ,4.68585,52.2,chromosome:NZ_CP007312.2/CP007312.2,-,1,4767,4508,2014/04/01,2016/12/03,Complete Genome,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/624/055/GCF_000624055.2_ASM62405v2,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/624/055/GCA_000624055.2_ASM62405v2
"Salmonella enterica subsp. enterica serovar Enteritidis str. EC20120916","EC20120916",19669,SAMN02384291 ,PRJNA219482,"Proteobacteria","Gammaproteobacteria",GCA_000624155.1 ,4.80799,52.1,chromosome:NZ_CP007332.1/CP007332.1,-,1,5024,4562,2014/04/01,2016/11/25,Complete Genome,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/624/155/GCF_000624155.1_ASM62415v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/624/155/GCA_000624155.1_ASM62415v1
"Salmonella enterica subsp. enterica serovar Enteritidis str. EC20121177","EC20121177",19669,SAMN02384315 ,PRJNA219482,"Proteobacteria","Gammaproteobacteria",GCA_000624175.2 ,4.68585,52.2,chromosome:NZ_CP007333.1/CP007333.2,-,1,4767,4509,2014/04/01,2016/12/03,Complete Genome,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/624/175/GCF_000624175.1_ASM62417v2,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/624/175/GCA_000624175.2_ASM62417v2
"Salmonella enterica subsp. enterica serovar Enteritidis str. EC20120002","EC20120002",19669,SAMN02384187 ,PRJNA219482,"Proteobacteria","Gammaproteobacteria",GCA_000624395.2 ,4.67942,52.2,chromosome:NZ_CP007329.2/CP007329.2,-,1,4758,4504,2014/04/01,2016/11/28,Complete Genome,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/624/395/GCF_000624395.2_ASM62439v2,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/624/395/GCA_000624395.2_ASM62439v2
"Salmonella enterica subsp. enterica serovar Enteritidis str. SA20082034","SA20082034",19669,SAMN02384209 ,PRJNA219482,"Proteobacteria","Gammaproteobacteria",GCA_000625855.2 ,4.68566,52.2,chromosome:NZ_CP007425.1/CP007425.2,-,1,4766,4510,2014/04/01,2016/11/29,Complete Genome,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/625/855/GCF_000625855.1_ASM62585v2,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/625/855/GCA_000625855.2_ASM62585v2
"Salmonella enterica subsp. enterica serovar Enteritidis str. EC20120200","EC20120200",19669,SAMN02384250 ,PRJNA219482,"Proteobacteria","Gammaproteobacteria",GCA_000626095.2 ,4.68585,52.2,chromosome:NZ_CP007434.2/CP007434.2,-,1,4766,4505,2014/04/01,2016/11/28,Complete Genome,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/626/095/GCF_000626095.2_ASM62609v2,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/626/095/GCA_000626095.2_ASM62609v2
"Salmonella enterica subsp. enterica serovar Enteritidis str. EC20110354","EC20110354",19669,SAMN02384160 ,PRJNA219482,"Proteobacteria","Gammaproteobacteria",GCA_000626175.1 ,4.71116,52.2,chromosome:NZ_CP007175.1/CP007175.1,-,1,4793,4540,2014/04/02,2016/11/25,Complete Genome,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/626/175/GCF_000626175.1_ASM62617v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/626/175/GCA_000626175.1_ASM62617v1
"Salmonella enterica subsp. enterica serovar Enteritidis str. EC20120008","EC20120008",19669,SAMN02384191 ,PRJNA219482,"Proteobacteria","Gammaproteobacteria",GCA_000626195.1 ,4.71192,52.2,chromosome:NZ_CP007245.1/CP007245.1,-,1,4797,4516,2014/04/02,2016/11/25,Complete Genome,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/626/195/GCF_000626195.1_ASM62619v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/626/195/GCA_000626195.1_ASM62619v1
"Salmonella enterica subsp. enterica serovar Enteritidis str. EC20100101","EC20100101",19669,SAMN02384178 ,PRJNA219482,"Proteobacteria","Gammaproteobacteria",GCA_000626215.1 ,4.65416,52.2,chromosome:NZ_CP007246.1/CP007246.1,-,1,4730,4473,2014/04/02,2016/11/25,Complete Genome,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/626/215/GCF_000626215.1_ASM62621v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/626/215/GCA_000626215.1_ASM62621v1
"Salmonella enterica subsp. enterica serovar Enteritidis str. EC20110221","EC20110221",19669,SAMN02384174 ,PRJNA219482,"Proteobacteria","Gammaproteobacteria",GCA_000626235.1 ,4.70903,52.2,chromosome:NZ_CP007247.1/CP007247.1,-,1,4789,4540,2014/04/02,2016/11/25,Complete Genome,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/626/235/GCF_000626235.1_ASM62623v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/626/235/GCA_000626235.1_ASM62623v1
"Salmonella enterica subsp. enterica serovar Enteritidis str. EC20090698","EC20090698",19669,SAMN02384173 ,PRJNA219482,"Proteobacteria","Gammaproteobacteria",GCA_000626255.1 ,4.681,52.2,chromosome:NZ_CP007248.1/CP007248.1,-,1,4747,4503,2014/04/02,2016/11/25,Complete Genome,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/626/255/GCF_000626255.1_ASM62625v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/626/255/GCA_000626255.1_ASM62625v1
"Salmonella enterica subsp. enterica serovar Enteritidis str. EC20090641","EC20090641",19669,SAMN02384172 ,PRJNA219482,"Proteobacteria","Gammaproteobacteria",GCA_000626275.2 ,4.71231,52.2,chromosome:NZ_CP007249.2/CP007249.2,-,1,4802,4543,2014/04/02,2016/11/28,Complete Genome,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/626/275/GCF_000626275.2_ASM62627v2,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/626/275/GCA_000626275.2_ASM62627v2
"Salmonella enterica subsp. enterica serovar Enteritidis str. EC20110355","EC20110355",19669,SAMN02384171 ,PRJNA219482,"Proteobacteria","Gammaproteobacteria",GCA_000626295.1 ,4.68184,52.2,chromosome:NZ_CP007250.1/CP007250.1,-,1,4758,4506,2014/04/02,2016/11/25,Complete Genome,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/626/295/GCF_000626295.1_ASM62629v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/626/295/GCA_000626295.1_ASM62629v1
"Salmonella enterica subsp. enterica serovar Enteritidis str. EC20111175","EC20111175",19669,SAMN02384176 ,PRJNA219482,"Proteobacteria","Gammaproteobacteria",GCA_000626335.1 ,4.67981,52.2,chromosome:NZ_CP007252.1/CP007252.1,-,1,4756,4499,2014/04/02,2016/11/25,Complete Genome,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/626/335/GCF_000626335.1_ASM62633v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/626/335/GCA_000626335.1_ASM62633v1
"Salmonella enterica subsp. enterica serovar Enteritidis str. EC20111174","EC20111174",19669,SAMN02384177 ,PRJNA219482,"Proteobacteria","Gammaproteobacteria",GCA_000626355.1 ,4.6838,52.2,chromosome:NZ_CP007253.1/CP007253.1,-,1,4760,4499,2014/04/02,2016/11/25,Complete Genome,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/626/355/GCF_000626355.1_ASM62635v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/626/355/GCA_000626355.1_ASM62635v1
"Salmonella enterica subsp. enterica serovar Enteritidis str. EC20111095","EC20111095",19669,SAMN02384168 ,PRJNA219482,"Proteobacteria","Gammaproteobacteria",GCA_000626375.1 ,4.67995,52.2,chromosome:NZ_CP007254.1/CP007254.1,-,1,4758,4502,2014/04/02,2016/11/25,Complete Genome,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/626/375/GCF_000626375.1_ASM62637v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/626/375/GCA_000626375.1_ASM62637v1
"Salmonella enterica subsp. enterica serovar Enteritidis str. EC20100325","EC20100325",19669,SAMN02384321 ,PRJNA219482,"Proteobacteria","Gammaproteobacteria",GCA_000626695.2 ,4.68585,52.2,chromosome:NZ_CP007360.2/CP007360.2,-,1,4767,4506,2014/04/11,2016/11/28,Complete Genome,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/626/695/GCF_000626695.2_ASM62669v2,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/626/695/GCA_000626695.2_ASM62669v2
"Salmonella enterica subsp. enterica serovar Typhimurium","138736",19669,SAMN02692256 ,PRJNA242139,"Proteobacteria","Gammaproteobacteria",GCA_000636135.1 ,5.02536,52.1164,chromosome:NZ_CP007581.1/CP007581.1; plasmid unnamed:NZ_CP007582.1/CP007582.1,-,2,5194,4850,2014/04/23,2016/11/25,Complete Genome,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/636/135/GCF_000636135.1_ASM63613v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/636/135/GCA_000636135.1_ASM63613v1
"Salmonella enterica subsp. enterica serovar Typhimurium","VNP20009",19669,SAMN02798502 ,PRJNA242737,"Proteobacteria","Gammaproteobacteria",GCA_000715155.2 ,4.85739,52.2174,chromosome:NZ_CP007804.1/CP007804.2; plasmid pSLT_VNP20009:NZ_CP008745.1/CP008745.1,-,2,4994,4721,2014/06/27,2016/11/28,Complete Genome,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/715/155/GCF_000715155.1_ASM71515v2,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/715/155/GCA_000715155.2_ASM71515v2
"Salmonella enterica subsp. enterica serovar Choleraesuis","C500",19669,SAMN02741042 ,PRJNA245852,"Proteobacteria","Gammaproteobacteria",GCA_000742815.1 ,4.75159,52.2,chromosome:NZ_CP007639.1/CP007639.1,-,1,4892,4499,2014/08/21,2016/11/25,Complete Genome,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/742/815/GCF_000742815.1_ASM74281v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/742/815/GCA_000742815.1_ASM74281v1
"Salmonella enterica subsp. enterica serovar Typhimurium","ATCC 13311",19669,SAMN02943517 ,PRJNA256479,"Proteobacteria","Gammaproteobacteria",GCA_000743055.1 ,4.83176,52.1085,chromosome:NZ_CP009102.1/CP009102.1; plasmid pSTY1:NZ_CP009103.1/CP009103.1,-,2,4930,4659,2014/08/22,2016/11/28,Complete Genome,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/743/055/GCF_000743055.1_ASM74305v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/743/055/GCA_000743055.1_ASM74305v1
"Salmonella enterica subsp. enterica serovar Enteritidis","OLF-SE7-100819",19669,SAMN02941163 ,PRJNA256209,"Proteobacteria","Gammaproteobacteria",GCA_000750215.1 ,4.71094,52.2,chromosome:NZ_CP009089.1/CP009089.1,-,1,4801,4521,2014/09/09,2016/11/25,Complete Genome,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/750/215/GCF_000750215.1_ASM75021v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/750/215/GCA_000750215.1_ASM75021v1
"Salmonella enterica subsp. enterica serovar Enteritidis","OLF-SE8-1021710",19669,SAMN02941164 ,PRJNA256209,"Proteobacteria","Gammaproteobacteria",GCA_000750255.1 ,4.66728,52.2,chromosome:NZ_CP009090.1/CP009090.1,-,1,4745,4476,2014/09/09,2016/11/25,Complete Genome,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/750/255/GCF_000750255.1_ASM75025v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/750/255/GCA_000750255.1_ASM75025v1
"Salmonella enterica subsp. enterica serovar Enteritidis","OLF-SE9-10012",19669,SAMN02941165 ,PRJNA256209,"Proteobacteria","Gammaproteobacteria",GCA_000750295.1 ,4.67126,52.1,chromosome:NZ_CP009091.1/CP009091.1,-,1,4763,4464,2014/09/09,2016/11/25,Complete Genome,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/750/295/GCF_000750295.1_ASM75029v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/750/295/GCA_000750295.1_ASM75029v1
"Salmonella enterica subsp. enterica serovar Enteritidis","OLF-SE10-10052",19669,SAMN02941166 ,PRJNA256209,"Proteobacteria","Gammaproteobacteria",GCA_000750335.1 ,4.70989,52.2,chromosome:NZ_CP009092.1/CP009092.1,-,1,4799,4533,2014/09/09,2016/11/25,Complete Genome,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/750/335/GCF_000750335.1_ASM75033v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/750/335/GCA_000750335.1_ASM75033v1
"Salmonella enterica subsp. enterica serovar Enteritidis","OLF-SE11-10058",19669,SAMN02941167 ,PRJNA256209,"Proteobacteria","Gammaproteobacteria",GCA_000750375.1 ,4.70274,52.2,chromosome:NZ_CP009093.1/CP009093.1,-,1,4789,4504,2014/09/09,2016/11/25,Complete Genome,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/750/375/GCF_000750375.1_ASM75037v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/750/375/GCA_000750375.1_ASM75037v1
"Salmonella enterica subsp. enterica serovar Enteritidis","OLF-SE3-98983-4",19669,SAMN02937349 ,PRJNA256209,"Proteobacteria","Gammaproteobacteria",GCA_000750395.2 ,4.67913,52.2,chromosome:NZ_CP009085.2/CP009085.2,-,1,4752,4497,2014/09/09,2016/11/25,Complete Genome,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/750/395/GCF_000750395.2_ASM75039v2,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/750/395/GCA_000750395.2_ASM75039v2
"Salmonella enterica subsp. enterica serovar Enteritidis","OLF-SE2-98984-6",19669,SAMN02937348 ,PRJNA256209,"Proteobacteria","Gammaproteobacteria",GCA_000750415.2 ,4.67913,52.2,chromosome:NZ_CP009084.2/CP009084.2,-,1,4753,4500,2014/09/09,2016/11/25,Complete Genome,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/750/415/GCF_000750415.2_ASM75041v2,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/750/415/GCA_000750415.2_ASM75041v2
"Salmonella enterica subsp. enterica serovar Enteritidis","OLF-SE4-0317-8",19669,SAMN02937350 ,PRJNA256209,"Proteobacteria","Gammaproteobacteria",GCA_000750435.1 ,4.67838,52.2,chromosome:NZ_CP009086.1/CP009086.1,-,1,4755,4501,2014/09/09,2016/11/25,Complete Genome,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/750/435/GCF_000750435.1_ASM75043v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/750/435/GCA_000750435.1_ASM75043v1
"Salmonella enterica subsp. enterica serovar Enteritidis","OLF-SE5-1104-2",19669,SAMN02937351 ,PRJNA256209,"Proteobacteria","Gammaproteobacteria",GCA_000750455.1 ,4.67857,52.2,chromosome:NZ_CP009087.1/CP009087.1,-,1,4753,4499,2014/09/09,2016/11/25,Complete Genome,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/750/455/GCF_000750455.1_ASM75045v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/750/455/GCA_000750455.1_ASM75045v1
"Salmonella enterica subsp. enterica serovar Enteritidis","OLF-SE1-1019-1",19669,SAMN02937347 ,PRJNA256209,"Proteobacteria","Gammaproteobacteria",GCA_000750475.1 ,4.67891,52.2,chromosome:NZ_CP009083.1/CP009083.1,-,1,4756,4503,2014/09/09,2016/11/25,Complete Genome,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/750/475/GCF_000750475.1_ASM75047v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/750/475/GCA_000750475.1_ASM75047v1
"Salmonella enterica subsp. enterica serovar Enteritidis","OLF-SE6-00219-16",19669,SAMN02937352 ,PRJNA256209,"Proteobacteria","Gammaproteobacteria",GCA_000750495.1 ,4.67762,52.2,chromosome:NZ_CP009088.1/CP009088.1,-,1,4760,4452,2014/09/09,2016/11/25,Complete Genome,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/750/495/GCF_000750495.1_ASM75049v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/750/495/GCA_000750495.1_ASM75049v1
"Salmonella enterica subsp. enterica serovar Enteritidis","SEJ",19669,SAMN02904629 ,PRJNA244356,"Proteobacteria","Gammaproteobacteria",GCA_000754375.1 ,4.7383,52.1975,chromosome:NZ_CP008928.1/CP008928.1; plasmid unnamed:NZ_CP008927.1/CP008927.1,-,2,4832,4575,2014/09/12,2016/11/28,Complete Genome,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/754/375/GCF_000754375.1_ASM75437v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/754/375/GCA_000754375.1_ASM75437v1
"Salmonella enterica subsp. arizonae serovar 62:z36:- str. RKS2983","RKS2983",19669,SAMN03072812 ,PRJNA215272,"Proteobacteria","Gammaproteobacteria",GCA_000756465.1 ,4.57485,51.5,chromosome:NZ_CP006693.1/CP006693.1,-,1,4612,4115,2014/09/22,2016/11/25,Complete Genome,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/756/465/GCF_000756465.1_ASM75646v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/756/465/GCA_000756465.1_ASM75646v1
"Salmonella enterica subsp. enterica serovar Paratyphi A","CMCC 50973",19669,SAMN02909989 ,PRJNA255737,"Proteobacteria","Gammaproteobacteria",GCA_000818075.1 ,4.59902,52.2,chromosome:NZ_CP009049.1/CP009049.1,-,1,4744,4295,2015/01/14,2016/11/25,Complete Genome,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/818/075/GCF_000818075.1_ASM81807v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/818/075/GCA_000818075.1_ASM81807v1
"Salmonella enterica subsp. enterica serovar Paratyphi A","CMCC 50503",19669,SAMN03076563 ,PRJNA261865,"Proteobacteria","Gammaproteobacteria",GCA_000818115.1 ,4.61237,52.1,chromosome:NZ_CP009559.1/CP009559.1,-,1,4766,4344,2015/01/14,2016/11/25,Complete Genome,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/818/115/GCF_000818115.1_ASM81811v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/818/115/GCA_000818115.1_ASM81811v1
"Salmonella enterica subsp. enterica serovar Typhimurium str. L-3553","L-3553",19669,SAMD00002684 ,PRJDA63645,"Proteobacteria","Gammaproteobacteria",GCA_000828595.1 ,5.18445,52.2307,chromosome:NZ_AP014565.1/AP014565.1; plasmid pST3553:NZ_AP014566.1/AP014566.1,-,2,5092,4922,2014/06/27,2016/10/12,Complete Genome,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/828/595/GCF_000828595.1_ASM82859v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/828/595/GCA_000828595.1_ASM82859v1
"Salmonella enterica subsp. enterica serovar Anatum str. CDC 06-0532","CDC 06-0532",19669,SAMN02712195 ,PRJNA236663,"Proteobacteria","Gammaproteobacteria",GCA_000940895.1 ,4.66774,52.2,chromosome:NZ_CP007211.1/CP007211.1,-,1,4740,4473,2015/03/04,2016/11/28,Complete Genome,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/940/895/GCF_000940895.1_ASM94089v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/940/895/GCA_000940895.1_ASM94089v1
"Salmonella enterica subsp. enterica serovar Newport str. USDA-ARS-USMARC-1927","USDA-ARS-USMARC-1927",19669,SAMN02712196 ,PRJNA236689,"Proteobacteria","Gammaproteobacteria",GCA_000940935.1 ,4.69559,52.2,chromosome:NZ_CP007216.1/CP007216.1,-,1,4753,4449,2015/03/04,2016/11/25,Complete Genome,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/940/935/GCF_000940935.1_ASM94093v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/940/935/GCA_000940935.1_ASM94093v1
"Salmonella enterica subsp. enterica serovar Montevideo str. USDA-ARS-USMARC-1903","USDA-ARS-USMARC-1903",19669,SAMN02712197 ,PRJNA236673,"Proteobacteria","Gammaproteobacteria",GCA_000940975.1 ,4.56546,52.3,chromosome:NZ_CP007222.1/CP007222.1,-,1,4641,4380,2015/03/04,2016/11/25,Complete Genome,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/940/975/GCF_000940975.1_ASM94097v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/940/975/GCA_000940975.1_ASM94097v1
"Salmonella enterica subsp. enterica serovar Typhimurium str. USDA-ARS-USMARC-1899","USDA-ARS-USMARC-1899",19669,SAMN02712198 ,PRJNA236708,"Proteobacteria","Gammaproteobacteria",GCA_000941015.1 ,4.85645,52.2,chromosome:NZ_CP007235.1/CP007235.1,-,1,4953,4690,2015/03/04,2016/11/28,Complete Genome,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/941/015/GCF_000941015.1_ASM94101v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/941/015/GCA_000941015.1_ASM94101v1
"Salmonella enterica subsp. enterica serovar Infantis","1326/28",19669,SAMEA3106395 ,PRJEB7580,"Proteobacteria","Gammaproteobacteria",GCA_000953495.1 ,4.71068,52.3,chromosome 1:NZ_LN649235.1/LN649235.1,-,1,4779,4535,2014/12/16,2016/11/25,Complete Genome,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/953/495/GCF_000953495.1_SINFA,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/953/495/GCA_000953495.1_SINFA
"Salmonella enterica subsp. enterica serovar Anatum str. USDA-ARS-USMARC-1175","USDA-ARS-USMARC-1175",19669,SAMN02712199 ,PRJNA236661,"Proteobacteria","Gammaproteobacteria",GCA_000963535.1 ,4.73159,52.2,chromosome:NZ_CP007483.1/CP007483.1,-,1,4812,4559,2015/03/26,2016/11/25,Complete Genome,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/963/535/GCF_000963535.1_ASM96353v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/963/535/GCA_000963535.1_ASM96353v1
"Salmonella enterica subsp. enterica serovar Typhimurium str. CDC 2011K-0870","CDC 2011K-0870",19669,SAMN02712200 ,PRJNA236711,"Proteobacteria","Gammaproteobacteria",GCA_000973645.1 ,4.76947,52.2,chromosome:NZ_CP007523.1/CP007523.1,-,1,4839,4595,2015/04/20,2016/11/25,Complete Genome,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/973/645/GCF_000973645.1_ASM97364v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/973/645/GCA_000973645.1_ASM97364v1
